Block,Year,A,B,Cr,F,Fr.x,I,PM,Q,Sc,T,Sorensen_BA,A.x,B.x,Cr.x,F.x,I.x,PM.x,Q.x,Sc.x,T.x,Sorensen.x,A.y,B.y,Cr.y,F.y,Fr.y,I.y,PM.y,Q.y,Sc.y,T.y,Sorensen.SD,SDM,BAM,BAFM,BAQM,SPRM,LightM,MoistM,NitM,SDS,BAS,BAFS,BAQS,SPRS,LightS,MoistS,NitS,BAPERCM,BARAWM,BAFPERCM,BAFRAWM,BAQPERCM,BAQRAWM,BAQFPERCM,BAQFRAWM,SDPERCM,SDRAWM,SPRPERCM,SPRRAWM,BAPERCS,BARAWS,BAFPERCS,BAFRAWS,BAQPERCS,BAQRAWS,BAQFPERCS,BAQFRAWS,SDPERCS,SDRAWS,SPRPERCS,SPRRAWS,LightPercM,LightRawM,MoistPercM,MoistRawM,NitPercM,NitRawM,LightPercS,LightRawS,MoistPercS,MoistRawS,NitPercS,NitRawS,Northing,Easting
24,1996,0,0,0,14.2012947012,0,0,0,41.039822566,0,0,0.9279051825,0,0,0,0,1,0,0,0,0,0.4,0,0,0,10,0,1,0,2,0,0,0.7428571429,13,55.2411172672,14.2012947012,41.039822566,3,3.9716866419,2,1.2570783395,1,0.0706858347,0,0,1,3,5,5,0.0733278651,3.7739756198,0.4805854657,4.6096196307,0.0281573122,1.1239244068,0.115811454,5.7335440375,-0.4090909091,-9,0,0,-0.761589404,-0.225801972,-1,-0.2081305133,0,0,-1,-0.2081305133,-0.75,-3,-0.5,-1,-0.0494699768,-0.2067049345,0,0,0.0266564087,0.0326391514,0.8796680498,1.4039735099,0.3904235727,1.4039735099,0.3904235727,1.4039735099,106451,433021
24,2014,0,0,0,17.4843645518,0,0,0,0,0,0,0.2782150993,0,0,0,0,3,0,0,0,0,0.5714285714,0,0,0,9,0,3,0,0,0,0,0.7058823529,12,17.4843645518,17.4843645518,0,2,1,2,2,3,0.0287970925,0,0,1,3,5,5,-0.6602810261,-33.9827770957,0.8228687297,7.8926894813,-1,-39.9158981593,-0.6468345465,-32.023208678,-0.4545454545,-10,-0.3333333333,-1,-0.9028725909,-0.2676907142,-1,-0.2081305133,0,0,-1,-0.2081305133,-0.25,-1,-0.5,-1,-0.7606734597,-3.1783915764,0,0,0.6334008413,0.7755608118,0.8796680498,1.4039735099,0.3904235727,1.4039735099,0.3904235727,1.4039735099,106451,433021
27,1964,0,0,0,11.7186314717,0.6224280445,0.331830724,0,6.834927517,0,0.5674501731,1,0,0,0,5,11,0,0,0,0,1,0,0,0,15,2,13,0,1,0,1,1,32,20.0752679303,11.7186314717,6.834927517,5,2.485194513,2.0027385872,1.6905396484,16,1.0195449909,0.4142975312,0,2,2.1872893597,4.1872893597,4.1872893597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106384,433009
27,1984,0,0,0,13.3294831049,0.8649197274,0.9623876395,0,7.7931132763,0,0.6720063036,0.9188359,0,0,0,2,3,0,0,0,0,0.4761904762,0,0,0,11,2,6,0,1,0,1,0.7924528302,21,23.6219100517,13.3294831049,7.7931132763,5,2.5028028667,2.0081667157,1.7067047697,5,0.6476785954,0.3376623054,0,2,1.9573152246,3.9573152246,3.9573152246,0.1766672372,3.5466421214,0.1374607297,1.6108516331,0.1401896007,0.9581857593,0.1384660158,2.5690373925,-0.34375,-11,0,0,-0.3647376023,-0.3718663954,-0.1849763033,-0.0766352258,0,0,-0.1849763033,-0.0766352258,-0.6875,-11,0,0,0.007085302,0.0176083537,0.002710353,0.0054281285,0.0095621072,0.0161651213,-0.1051411575,-0.229974135,-0.0549219591,-0.229974135,-0.0549219591,-0.229974135,106384,433009
27,1988,0,0,0,12.1770487448,0.3631681108,0.9937839311,0,7.5476763502,0,0.5876545408,0.9493926488,0,0,0,0,2,0,0,0,0,0.2222222222,0,0,0,10,1,5,0,1,0,1,0.72,18,21.6693316777,12.1770487448,7.5476763502,5,2.5456066908,1.9896403621,1.6684480931,2,0.2544886399,0,0,1,3,5,5,0.0794043573,1.5940637474,0.0391186696,0.458417273,0.1042803792,0.7127488333,0.0631235283,1.1711661063,-0.4375,-14,0,0,-0.7503899856,-0.765056351,-1,-0.4142975312,0,0,-1,-0.4142975312,-0.875,-14,-0.5,-1,0.0243088327,0.0604121777,-0.0065401572,-0.0130982251,-0.0130677534,-0.0220915553,0.3715606427,0.8127106403,0.1940899161,0.8127106403,0.1940899161,0.8127106403,106384,433009
27,1996,0,0,0,14.1407012329,0.4185386813,1.1829667137,0,7.8675101173,0,0.6221138852,0.8969839693,0,0,0,0,2,0,0,0,0,0.2222222222,0,0,0,10,1,5,0,1,0,1,0.72,18,24.2318306304,14.1407012329,7.8675101173,5,2.4565620602,1.9915988516,1.6925955967,2,0.3277073837,0,0,1,3,5,5,0.2070489278,4.1565627001,0.2066853768,2.4220697611,0.1510744039,1.0325826004,0.1861989047,3.4546523615,-0.4375,-14,0,0,-0.6785748676,-0.6918376072,-1,-0.4142975312,0,0,-1,-0.4142975312,-0.875,-14,-0.5,-1,-0.011521212,-0.0286324529,-0.0055622514,-0.0111397355,0.0012161491,0.0020559483,0.3715606427,0.8127106403,0.1940899161,0.8127106403,0.1940899161,0.8127106403,106384,433009
27,2014,0,0,0,17.9328837465,0.6692462893,2.1297414068,0,8.6071002776,0,0.7161970061,0.8009213272,0,0,0,0,1,0,0,0,0,0.1176470588,0,0,0,9,1,4,0,1,0,1,0.6666666667,16,30.0551687263,17.9328837465,8.6071002776,5,2.3555929058,1.9984378488,1.7358905531,1,0.1790493265,0,0,1,3,5,5,0.4971241645,9.979900796,0.5302882243,6.2142522748,0.259281866,1.7721727606,0.4304524561,7.9864250354,-0.5,-16,0,0,-0.8243831041,-0.8404956643,-1,-0.4142975312,0,0,-1,-0.4142975312,-0.9375,-15,-0.5,-1,-0.0521494823,-0.1296016072,-0.0021474287,-0.0043007383,0.0268262887,0.0453509047,0.3715606427,0.8127106403,0.1940899161,0.8127106403,0.1940899161,0.8127106403,106384,433009
28,1964,0,0,0,11.3975999725,0,1.2370021074,0,49.3328221384,0,0,1,0,0,0,4,24,0,0,0,0,1,0,0,0,17,0,29,0,4,0,0,1,50,61.9674242182,11.3975999725,49.3328221384,3,4.2243601423,2,1.2038910321,28,1.9678347333,0.2439643045,0,2,2.752047974,4.752047974,4.752047974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106367,433016
28,1984,0,0,0,14.724821482,0,2.3009417294,0,52.4736293938,0,0,0.9427082167,0,0,0,1,13,0,0,0,0,0.6666666667,0,0,0,12,0,20,0,4,0,0,0.8372093023,36,69.4993926052,14.724821482,52.4736293938,3,4.0863061243,2,1.2449771512,14,1.4709525853,0.096211275,0,2,2.8691850764,4.8691850764,4.8691850764,0.1215472239,7.531968387,0.2919229941,3.3272215095,0.0636656716,3.1408072554,0.1065039323,6.4680287649,-0.28,-14,0,0,-0.2525019706,-0.4968821481,-0.6056338028,-0.1477530295,0,0,-0.6056338028,-0.1477530295,-0.5,-14,0,0,-0.0326804565,-0.1380540179,0,0,0.0341277724,0.0410861191,0.0425636121,0.1171371024,0.0246498148,0.1171371024,0.0246498148,0.1171371024,106367,433016
28,1988,0,0,0,11.8863925194,0,2.4028471411,0,47.9525045012,0,0,0.9755657714,0,0,0,1,8,0,0,0,0,0.4864864865,0,0,0,11,0,14,0,3,0,0,0.7179487179,28,62.2417441617,11.8863925194,47.9525045012,3,4.1589042842,2,1.229576466,9,0.9237656848,0.1134114948,0,2,2.7544583076,4.7544583076,4.7544583076,0.0044268412,0.2743199435,0.0428855679,0.488792547,-0.0279797015,-1.3803176372,-0.0146800411,-0.8915250902,-0.44,-22,0,0,-0.5305674459,-1.0440690485,-0.5351307847,-0.1305528097,0,0,-0.5351307847,-0.1305528097,-0.6785714286,-19,0,0,-0.0154948574,-0.0654558581,0,0,0.0213353478,0.0256854339,0.0008758327,0.0024103337,0.00050722,0.0024103337,0.00050722,0.0024103337,106367,433016
28,1996,0,0,0,8.2564589228,0,1.9678347333,0,59.7131351397,0,0,0.8919502478,0,0,0,0,8,0,0,0,0,0.4444444444,0,0,0,6,0,12,0,4,0,0,0.6111111111,22,69.9374287959,8.2564589228,59.7131351397,3,4.4715060906,2,1.1461920152,8,0.9933323272,0,0,1,3,5,5,0.1286160378,7.9700045777,-0.2755967096,-3.1411410496,0.2104139303,10.3803130013,0.1192017394,7.2391719517,-0.56,-28,0,0,-0.4952155736,-0.9745024062,-1,-0.2439643045,0,0,-1,-0.2439643045,-0.7142857143,-20,-0.5,-1,0.0585049428,0.2471459483,0,0,-0.0479271091,-0.0576990169,0.0900972761,0.247952026,0.0521779299,0.247952026,0.0521779299,0.247952026,106367,433016
28,2014,0,0,0,9.6965149085,0,1.1773486913,0,53.5682215295,0,0,0.952565769,0,0,0,0,6,0,0,0,0,0.3529411765,0,0,0,4,0,9,0,3,0,0,0.4848484848,16,64.4420851293,9.6965149085,53.5682215295,3,4.3615855705,2,1.1687385437,6,0.385304165,0,0,1,3,5,5,0.0399348681,2.4746609111,-0.1492494094,-1.701085064,0.08585358,4.2353993911,0.0417305568,2.5343143271,-0.68,-34,0,0,-0.8041989206,-1.5825305684,-1,-0.2439643045,0,0,-1,-0.2439643045,-0.7857142857,-22,-0.5,-1,0.0324843109,0.1372254282,0,0,-0.0291990616,-0.0351524884,0.0900972761,0.247952026,0.0521779299,0.247952026,0.0521779299,0.247952026,106367,433016
29,1964,0,0,0,9.1734505485,0,0.5203262833,0,15.9043128088,0,0,1,0,0,0,6,10,0,0,0,0,1,0,0,0,18,0,12,0,1,0,0,1,31,25.5980896405,9.1734505485,15.9043128088,3,3.5258878576,2,1.3786914167,16,0.9868135224,0.4133157835,0,2,2.1623224163,4.1623224163,4.1623224163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106349,433018
29,1984,0,0,0,12.5532151951,0,0.4778362426,0,18.1332924315,0,0,0.9004405914,0,0,0,2,3,0,0,0,0,0.4761904762,0,0,0,14,0,4,0,1,0,0,0.76,19,31.1643438692,12.5532151951,18.1332924315,3,3.3581065117,2,1.4181397655,5,0.4830591404,0.2728669569,0,2,1.8702544509,3.8702544509,3.8702544509,0.2174480325,5.5662542287,0.3684289384,3.3797646466,0.1401493827,2.2289796227,0.2236540871,5.6087442693,-0.3870967742,-12,0,0,-0.5104858928,-0.503754382,-0.3398099762,-0.1404488266,0,0,-0.3398099762,-0.1404488266,-0.6875,-11,0,0,-0.0475855594,-0.1677813459,0,0,0.0286128921,0.0394483488,-0.1350714229,-0.2920679655,-0.0701694718,-0.2920679655,-0.0701694718,-0.2920679655,106349,433018
29,1988,0,0,0,6.2947110252,0,0.4839819832,0,19.5957038117,0,0,0.8728851499,0,0,0,1,3,0,0,0,0,0.4,0,0,0,8,0,4,0,1,0,0,0.5909090909,13,26.3743968202,6.2947110252,19.5957038117,3,4.0086291548,2,1.257017935,4,0.3957228646,0.188574099,0,2,2.046938573,4.046938573,4.046938573,0.0303267623,0.7763071797,-0.3138120719,-2.8787395233,0.2321,3.6913910029,0.0324052615,0.8126514797,-0.5806451613,-18,0,0,-0.5989892156,-0.5910906578,-0.5437529691,-0.2247416845,0,0,-0.5437529691,-0.2247416845,-0.75,-12,0,0,0.1369134007,0.4827412972,0,0,-0.0882528753,-0.1216734817,-0.0533610726,-0.1153838433,-0.0277210249,-0.1153838433,-0.0277210249,-0.1153838433,106349,433018
29,1996,0,0,0,13.890493013,0,0,0,20.2284205722,0,0,0.8398868665,0,0,0,0,1,0,0,0,0,0.1176470588,0,0,0,7,0,1,0,1,0,0,0.45,9,34.1189135851,13.890493013,20.2284205722,3,3.3715198928,2,1.4071200268,1,0.1772054606,0,0,1,3,5,5,0.3328695252,8.5208239446,0.5142059075,4.7170424645,0.271882716,4.3241077634,0.360524585,9.0411502279,-0.7096774194,-22,0,0,-0.8204265988,-0.8096080618,-1,-0.4133157835,0,0,-1,-0.4133157835,-0.9375,-15,-0.5,-1,-0.043781303,-0.1543679648,0,0,0.020619995,0.0284286101,0.3873971695,0.8376775837,0.2012524499,0.8376775837,0.2012524499,0.8376775837,106349,433018
29,2014,0,0,0,18.6311749973,0,0.4583662363,0,18.5067357279,0,0,0.8081774046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,0,1,0,1,0,0,0.45,9,37.5962769615,18.6311749973,18.5067357279,3,2.9933802345,2,1.5077508407,NA,NA,NA,NA,NA,NA,NA,NA,0.4687141693,11.998187321,1.0309887647,9.4577244488,0.1636300135,2.6024229191,0.4809100076,12.0601473679,-0.7096774194,-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1510279523,-0.5325076232,0,0,0.0936100873,0.1290594239,NA,NA,NA,NA,NA,NA,106349,433018
30,1964,0,0,0,37.7796151548,0,0.4540583132,0,11.3411494795,0,0,1,0,0,0,7,15,0,0,0,0,1,0,0,0,15,0,18,0,1,0,0,1,34,49.5748229475,37.7796151548,11.3411494795,3,1.9333914232,2,1.7712316695,22,1.1414780557,0.2989421759,0,2,2.4762191451,4.4762191451,4.4762191451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106333,433009
30,1984,0,0,0,11.3202186184,0,0.9413389687,0,12.4410210675,0,0,0.6224080518,0,0,0,2,7,0,0,0,0,0.5806451613,0,0,0,7,0,10,0,1,0,0,0.6923076923,18,24.7025786546,11.3202186184,12.4410210675,3,3.0907437612,2,1.4963675153,9,1.0306387399,0.2498547907,0,2,2.515145742,4.515145742,4.515145742,-0.5017112077,-24.8722442929,-0.7003617276,-26.4593965364,0.0969806094,1.099871588,-0.5162689371,-25.3595249484,-0.4705882353,-16,0,0,-0.0971015739,-0.1108393158,-0.1642036125,-0.0490873852,0,0,-0.1642036125,-0.0490873852,-0.5909090909,-13,0,0,0.5986125335,1.157352338,0,0,-0.1551824976,-0.2748641543,0.0157201745,0.038926597,0.0086963117,0.038926597,0.0086963117,0.038926597,106333,433009
30,1988,0,0,0,5.7658435369,0,0,0,12.4097818555,0,0,0.505000142,0,0,0,2,3,0,0,0,0,0.3703703704,0,0,0,6,0,3,0,1,0,0,0.4545454545,10,18.1756253925,5.7658435369,12.4097818555,3,3.7310822241,2,1.317229444,5,0.4776202581,0.3253511892,0,2,1.6376156218,3.6376156218,3.6376156218,-0.6333698375,-31.399197555,-0.8473821527,-32.0137716179,0.094226108,1.0686323761,-0.629980813,-30.9451392418,-0.7058823529,-24,0,0,-0.581577363,-0.6638577976,0.0883415435,0.0264090132,0,0,0.0883415435,0.0264090132,-0.7727272727,-17,0,0,0.9298121319,1.797690801,0,0,-0.25632007,-0.4540022256,-0.3386628865,-0.8386035233,-0.1873463957,-0.8386035233,-0.1873463957,-0.8386035233,106333,433009
30,1996,0,0,0,6.1464474869,0,0,0,0,0,0,0.220614047,0,0,0,0,2,0,0,0,0,0.1666666667,0,0,0,5,0,2,0,0,0,0,0.3414634146,7,6.1464474869,6.1464474869,0,2,1,2,2,2,0.1843525839,0,0,1,3,5,5,-0.8760167536,-43.4283754606,-0.8373078322,-31.6331676679,-1,-11.3411494795,-0.8748706879,-42.9743171474,-0.7941176471,-27,-0.3333333333,-1,-0.8384966027,-0.9571254718,-1,-0.2989421759,0,0,-1,-0.2989421759,-0.9090909091,-20,-0.5,-1,-0.4827741615,-0.9333914232,0,0,0.1291577688,0.2287683305,0.2115244347,0.5237808549,0.1170141224,0.5237808549,0.1170141224,0.5237808549,106333,433009
30,2014,0,0,0,9.1615056199,0,0,0,0,0,0,0.3119536356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,0,0,0,0,0.2564102564,5,9.1615056199,9.1615056199,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.8151984198,-40.4133173276,-0.7575013514,-28.618109535,-1,-11.3411494795,-0.8134901668,-39.9592590144,-0.8529411765,-29,-0.6666666667,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4827741615,-0.9333914232,0,0,0.1291577688,0.2287683305,NA,NA,NA,NA,NA,NA,106333,433009
31,1964,0,0,0,43.0830162532,0,0.6445173678,0,9.3482016398,0,0,1,0,0,0,10,9,0,0,0,0,1,0,0,0,14,0,11,0,1,0,0,1,26,53.0757352608,43.0830162532,9.3482016398,3,1.7288046243,2,1.8238705202,19,0.980589242,0.5404521112,0,2,1.8976992852,3.8976992852,3.8976992852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106309,433012
31,1984,0,0,0,45.2741004145,0,1.5285615406,0,12.4410210675,0,0,0.9450856508,0,0,0,5,8,0,0,0,0,0.8125,0,0,0,10,0,12,0,1,0,0,0.8979591837,23,59.2436830225,45.2741004145,12.4410210675,3,1.8915922282,2,1.7900025719,13,1.1273997936,0.5915422617,0,2,1.9506078233,3.9506078233,3.9506078233,0.1162103121,6.1679477617,0.05085726,2.1910841613,0.3308464608,3.0928194276,0.1007778152,5.2839035889,-0.1153846154,-3,0,0,0.1497166657,0.1468105517,0.0945322434,0.0510901505,0,0,0.0945322434,0.0510901505,-0.3157894737,-6,0,0,0.0941619438,0.1627876039,0,0,-0.0185692723,-0.0338679484,0.0278803594,0.0529085382,0.0135742997,0.0529085382,0.0135742997,0.0529085382,106309,433012
31,1988,0,0,0,27.168159474,0,1.6295833793,0,12.037974365,0,0,0.7914024861,0,0,0,4,9,0,0,0,0,0.8125,0,0,0,9,0,13,0,1,0,0,0.8571428571,23,40.8357172183,27.168159474,12.037974365,3,2.2589729707,2,1.7052096746,13,1.0014415632,0.5012607428,0,2,1.9989216321,3.9989216321,3.9989216321,-0.2306141965,-12.2400180425,-0.3693997812,-15.9148567791,0.287731569,2.6897727251,-0.2522368273,-13.225084054,-0.1153846154,-3,0,0,0.0212650928,0.0208523212,-0.0725158946,-0.0391913684,0,0,-0.0725158946,-0.0391913684,-0.3157894737,-6,0,0,0.3066675893,0.5301683465,0,0,-0.0650599065,-0.1186608456,0.0533395084,0.1012223469,0.0259697682,0.1012223469,0.0259697682,0.1012223469,106309,433012
31,1996,0,0,0,1.8077116828,0,2.2395039581,0,0,0,0,0.0858579262,0,2,0,1,7,0,0,0,0,0.5517241379,0,2,0,5,0,11,0,0,0,0,0.7272727273,18,4.0472156408,1.8077116828,0,3,2.1066887247,2,2,10,0.5238998449,0.1352651987,0,3,2.4849711416,4.4863203658,4.4842965295,-0.9237464046,-49.02851962,-0.9580411995,-41.2753045704,-1,-9.3482016398,-0.965522226,-50.6235062102,-0.3076923077,-8,0,0,-0.4657295609,-0.4566893971,-0.7497184378,-0.4051869125,0,0,-0.7497184378,-0.4051869125,-0.4736842105,-9,0.5,1,0.2185811486,0.3778841004,0,0,0.0965690699,0.1761294798,0.3094651829,0.5872718564,0.1510175715,0.5886210806,0.1504983328,0.5865972443,106309,433012
31,2014,0,0.2437060068,0,5.3667546282,0,0.6018043714,0,9.8932689187,0,0,0.4428007991,0,5,0,0,6,0,0,0,0,0.4,0,6,0,5,0,7,0,1,0,0,0.5777777778,19,16.1055339251,5.3667546282,9.8932689187,4,3.5923703392,2.0302636358,1.3705905701,11,0.1863604878,0,0,2,3.3117160465,5.623432093,5.1558580232,-0.6965556135,-36.9702013357,-0.8754322447,-37.7162616249,0.0583071803,0.5450672789,-0.708951572,-37.1711943461,-0.2692307692,-7,0.3333333333,1,-0.8099505075,-0.7942287541,-1,-0.5404521112,0,0,-1,-0.5404521112,-0.4210526316,-8,0,0,1.0779504455,1.8635657149,0.0151318179,0.0302636358,-0.2485263866,-0.4532799501,0.7451216177,1.4140167613,0.4427567859,1.7257328078,0.3227952302,1.2581587381,106309,433012
32,1964,0,0,0,36.4125314767,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,1,0,0,0,13,0,14,0,0,0,0,1,27,36.4125314767,36.4125314767,0,2,1,2,2,16,0.2168680679,0.1654244882,0,2,1.4744228158,3.4744228158,3.4744228158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106291,433008
32,1984,0,0,0,41.3830415634,0,0,0,0,0,0,0.93610806,0,0,0,1,0,0,0,0,0,0.1176470588,0,0,0,10,0,0,0,0,0,0,0.5405405405,10,41.3830415634,41.3830415634,0,1,1,2,2,1,0.192442185,0.192442185,0,1,1,3,3,0.13650548,4.9705100868,0.13650548,4.9705100868,0,0,0.13650548,4.9705100868,-0.6296296296,-17,-0.5,-1,-0.1126301494,-0.0244258829,0.1633234421,0.0270176968,0,0,0.1633234421,0.0270176968,-0.9375,-15,-0.5,-1,0,0,0,0,0,0,-0.3217684986,-0.4744228158,-0.1365472313,-0.4744228158,-0.1365472313,-0.4744228158,106291,433008
32,1988,0,0,0,24.8286154249,0,0,0,0,0,0,0.8108474998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,0,0,0,0,0,0,0.5,9,24.8286154249,24.8286154249,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.318129929,-11.5839160518,-0.318129929,-11.5839160518,0,0,-0.318129929,-11.5839160518,-0.6666666667,-18,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,106291,433008
32,1996,0,0,0,18.9706643183,0,0,0,0,0,0,0.6850693264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,0,0,0,0,0,0,0.4117647059,7,18.9706643183,18.9706643183,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4790072662,-17.4418671583,-0.4790072662,-17.4418671583,0,0,-0.4790072662,-17.4418671583,-0.7407407407,-20,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,106291,433008
32,2014,0,0,0,26.1568170309,0,0,0,0,0,0,0.836090439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,0,0,0,0,0,0,0.4117647059,7,26.1568170309,26.1568170309,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.2816534317,-10.2557144458,-0.2816534317,-10.2557144458,0,0,-0.2816534317,-10.2557144458,-0.7407407407,-20,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,106291,433008
33,1964,0,0,0,47.3001135168,0,2.3385230315,0,14.1862543264,0,0,1,0,0,0,4,7,0,0,0,0,1,0,0,0,12,0,13,0,1,0,0,1,26,63.8248908746,47.3001135168,14.1862543264,3,1.9623528145,2,1.7777316321,11,0.7196407022,0.4334416114,0,2,1.7953943958,3.7953943958,3.7953943958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106269,433004
33,1984,0,0,0,56.585699288,0,2.4348521163,0,16.9457704084,0,0,0.9131459646,0,0,0,0,3,0,0,0,0,0.4285714286,0,0,0,12,0,7,0,1,0,0,0.8695652174,20,75.9663218127,56.585699288,16.9457704084,3,1.956381514,2,1.776930487,3,0.3714344264,0,0,1,3,5,5,0.1902303439,12.1414309381,0.1963121245,9.2855857713,0.1945204152,2.7595160821,0.1958987378,12.0451018533,-0.2307692308,-6,0,0,-0.4838612862,-0.3482062757,-1,-0.4334416114,0,0,-1,-0.4334416114,-0.7272727273,-8,-0.5,-1,-0.0030429291,-0.0059713005,0,0,-0.0004506558,-0.0008011451,0.6709420543,1.2046056042,0.3173861472,1.2046056042,0.3173861472,1.2046056042,106269,433004
33,1988,0,0,0,43.875914969,0,1.5409511966,0,0,0,0,0.8314927807,0,0,0,0,1,0,0,0,0,0.1666666667,0,0,0,11,0,3,0,0,0,0,0.7,14,45.4168661656,43.875914969,0,2,1.0678581032,2,2,1,0.1256637061,0,0,1,3,5,5,-0.2884145113,-18.408024709,-0.0723930302,-3.4241985477,-1,-14.1862543264,-0.2864123137,-17.6104528741,-0.4615384615,-12,-0.3333333333,-1,-0.8253799351,-0.593976996,-1,-0.4334416114,0,0,-1,-0.4334416114,-0.9090909091,-10,-0.5,-1,-0.4558276701,-0.8944947113,0,0,0.1250292023,0.2222683679,0.6709420543,1.2046056042,0.3173861472,1.2046056042,0.3173861472,1.2046056042,106269,433004
33,1996,0,0,0,43.2032803469,0,1.50957454,0,0,0,0,0.8239134611,0,0,0,0,1,0,0,0,0,0.1666666667,0,0,0,7,0,3,0,0,0,0,0.5555555556,10,44.7128548869,43.2032803469,0,2,1.0675230666,2,2,1,0.1352651987,0,0,1,3,5,5,-0.2994448674,-19.1120359877,-0.0866136012,-4.0968331698,-1,-14.1862543264,-0.2973518869,-18.2830874962,-0.6153846154,-16,-0.3333333333,-1,-0.8120378707,-0.5843755035,-1,-0.4334416114,0,0,-1,-0.4334416114,-0.9090909091,-10,-0.5,-1,-0.4559984022,-0.8948297479,0,0,0.1250292023,0.2222683679,0.6709420543,1.2046056042,0.3173861472,1.2046056042,0.3173861472,1.2046056042,106269,433004
33,2014,0,0,0,47.993424731,0,0,0,0,0,0,0.8460172783,0,0,0,0,6,0,0,0,0,0.7058823529,0,0,0,5,0,6,0,0,0,0,0.5945945946,11,47.993424731,47.993424731,0,2,1,2,2,6,0.2235629578,0,0,1,3,5,5,-0.2480453304,-15.8314661436,0.0146577072,0.6933112143,-1,-14.1862543264,-0.2194460916,-13.4929431121,-0.5769230769,-15,-0.3333333333,-1,-0.6893408654,-0.4960777444,-1,-0.4334416114,0,0,-1,-0.4334416114,-0.4545454545,-5,-0.5,-1,-0.490407641,-0.9623528145,0,0,0.1250292023,0.2222683679,0.6709420543,1.2046056042,0.3173861472,1.2046056042,0.3173861472,1.2046056042,106269,433004
34,1964,0,0,0,33.4933046781,0,7.0730013352,0,0,0,0,1,0,0,0,3,11,0,0,0,0,1,0,0,0,8,0,32,0,0,0,0,1,40,40.5663060133,33.4933046781,0,2,1.3487131085,2,2,14,0.9292242021,0.1943860454,0,2,2.5816164818,4.5816164818,4.5816164818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106252,433005
34,1984,0,0,0,1.6060607043,0,4.4245798234,0,0,0,0,0.2588427344,0,0,0,2,8,0,0,0,0,0.8333333333,0,0,0,3,0,19,0,0,0,0,0.7096774194,22,6.0306405277,1.6060607043,0,2,2.4673664607,2,2,10,1.1595029436,0.3007485917,0,2,2.4812456607,4.4812456607,4.4812456607,-0.8513386818,-34.5356654856,-0.9520483058,-31.8872439738,0,0,-0.9520483058,-31.8872439738,-0.45,-18,0,0,0.2478182779,0.2302787415,0.5471717172,0.1063625463,0,0,0.5471717172,0.1063625463,-0.2857142857,-4,0,0,0.8294227624,1.1186533522,0,0,0,0,-0.0388790596,-0.1003708211,-0.0219072944,-0.1003708211,-0.0219072944,-0.1003708211,106252,433005
